Order ID,Date,Product,Category,Quantity,Unit Price,Total Sales,Region,Customer ID
423,2023-09-03,Magazine,Books,5,359,1795,East,CUST3591
424,2023-05-09,Headphones,Electronics,7,115,805,East,CUST6108
425,2023-04-12,Comics,Books,2,359,718,South,CUST9438
426,2023-12-19,Shirt,Clothing,9,230,2070,West,CUST4864
427,2023-07-08,Milk,Grocery,5,326,1630,West,CUST1264
428,2023-07-30,Milk,Grocery,2,745,1490,West,CUST8544
429,2023-08-04,Jeans,Clothing,9,824,7416,South,CUST1587
430,2023-09-05,Milk,Grocery,5,255,1275,South,CUST9381
431,2023-02-03,Smartphone,Electronics,3,791,2373,North,CUST7450
432,2023-06-25,Table,Furniture,9,378,3402,West,CUST7416
433,2023-07-31,Magazine,Books,3,388,1164,North,CUST7049
434,2023-06-05,Sofa,Furniture,8,347,2776,East,CUST2958
435,2023-12-09,Smartphone,Electronics,8,858,6864,West,CUST7659
436,2023-07-10,Chair,Furniture,6,242,1452,North,CUST7370
437,2023-05-22,Smartphone,Electronics,5,401,2005,West,CUST1459
438,2023-09-09,Headphones,Electronics,9,966,8694,North,CUST8374
439,2023-09-08,Sofa,Furniture,1,745,745,East,CUST3454
440,2023-02-15,Jacket,Clothing,2,987,1974,South,CUST1141
441,2023-02-04,Rice,Grocery,8,801,6408,East,CUST6661
442,2023-12-10,Shirt,Clothing,9,523,4707,South,CUST5249
443,2023-10-02,Headphones,Electronics,3,998,2994,North,CUST6075
444,2023-05-04,Magazine,Books,9,862,7758,East,CUST2531
445,2023-04-30,Jacket,Clothing,4,497,1988,South,CUST2460
446,2023-06-10,Novel,Books,9,419,3771,West,CUST2762
447,2023-03-09,Headphones,Electronics,9,807,7263,West,CUST8804
448,2023-03-03,Headphones,Electronics,7,115,805,North,CUST3479
449,2023-09-12,Snacks,Grocery,2,568,1136,North,CUST2348
450,2023-07-20,Rice,Grocery,3,783,2349,North,CUST5577
451,2023-11-28,Smartphone,Electronics,7,530,3710,South,CUST7317
452,2023-08-20,Headphones,Electronics,4,704,2816,North,CUST8986
453,2023-11-07,Rice,Grocery,3,231,693,East,CUST1771
454,2023-07-13,Rice,Grocery,3,953,2859,West,CUST2185
455,2023-03-13,Jacket,Clothing,9,868,7812,East,CUST5005
456,2023-09-25,Laptop,Electronics,1,672,672,South,CUST9921
457,2023-04-03,Jacket,Clothing,1,540,540,North,CUST3800
458,2023-08-25,Jeans,Clothing,3,531,1593,West,CUST6808
459,2023-10-29,Novel,Books,6,148,888,North,CUST2159
460,2023-09-02,Shirt,Clothing,7,440,3080,North,CUST1703
461,2023-08-21,Sofa,Furniture,6,481,2886,North,CUST6463
462,2023-12-10,Novel,Books,9,628,5652,North,CUST3866
463,2023-02-08,Jacket,Clothing,7,140,980,North,CUST6823
464,2023-05-07,Jeans,Clothing,3,432,1296,South,CUST4628
465,2023-04-19,Headphones,Electronics,8,555,4440,West,CUST7588
466,2023-01-08,Smartphone,Electronics,7,349,2443,North,CUST9365
467,2023-06-24,Magazine,Books,7,788,5516,West,CUST7993
468,2023-05-07,Table,Furniture,4,772,3088,West,CUST1593
469,2023-04-23,Magazine,Books,8,183,1464,North,CUST1331
470,2023-10-12,Sofa,Furniture,9,869,7821,North,CUST1201
471,2023-04-28,Sofa,Furniture,2,662,1324,North,CUST8544
472,2023-06-04,Snacks,Grocery,4,553,2212,North,CUST2628
473,2023-03-22,Jeans,Clothing,8,357,2856,North,CUST3466
474,2023-12-23,Shirt,Clothing,7,912,6384,North,CUST5669
475,2023-10-21,Headphones,Electronics,9,378,3402,West,CUST2130
476,2023-05-02,Sofa,Furniture,7,172,1204,South,CUST4259
477,2023-06-05,Milk,Grocery,3,294,882,West,CUST7990
478,2023-03-16,Headphones,Electronics,7,459,3213,West,CUST2141
479,2023-10-17,Rice,Grocery,8,778,6224,West,CUST8835
480,2023-02-25,Magazine,Books,4,520,2080,North,CUST3606
481,2023-05-06,Snacks,Grocery,2,518,1036,East,CUST2829
482,2023-07-23,Comics,Books,4,539,2156,South,CUST2054
483,2023-12-10,Rice,Grocery,2,936,1872,East,CUST7218
484,2023-08-22,Comics,Books,6,462,2772,East,CUST3309
485,2023-05-02,Shirt,Clothing,5,641,3205,North,CUST6668
486,2023-05-14,Chair,Furniture,3,186,558,West,CUST1785
487,2023-03-18,Rice,Grocery,1,896,896,East,CUST6619
488,2023-03-10,Smartphone,Electronics,6,167,1002,North,CUST3352
489,2023-12-09,Comics,Books,6,920,5520,East,CUST2439
490,2023-01-21,Magazine,Books,1,440,440,West,CUST1138
491,2023-10-07,Snacks,Grocery,1,703,703,North,CUST7626
492,2023-09-30,Magazine,Books,2,238,476,East,CUST4835
493,2023-09-07,Table,Furniture,9,763,6867,East,CUST3567
494,2023-06-13,Rice,Grocery,1,712,712,South,CUST4730
495,2023-11-06,Shirt,Clothing,2,366,732,North,CUST4630
496,2023-01-05,Milk,Grocery,5,857,4285,North,CUST2207
497,2023-05-27,Rice,Grocery,6,628,3768,South,CUST6867
498,2023-08-16,Milk,Grocery,7,861,6027,South,CUST9125
499,2023-08-30,Jacket,Clothing,9,598,5382,North,CUST7068
500,2023-08-27,Jeans,Clothing,3,786,2358,West,CUST1364
